dataset,variable,type,n_missing,pct_missing,n_unique
ch,ipp6vhb0d,numeric,2019,99.12,14
ch,ipp6vhb0m,numeric,2019,99.12,12
ch,ipp6vhb0y,numeric,2019,99.12,5
ch,ipp6penta1d,numeric,2019,99.12,15
ch,ipp6penta1m,numeric,2019,99.12,13
ch,ipp6penta1y,numeric,2019,99.12,5
ch,ipp6vpi1d,numeric,2019,99.12,16
ch,ipp6vpi1m,numeric,2019,99.12,13
ch,ipp6vpi1y,numeric,2019,99.12,5
ch,ipp6hexa1d,numeric,2019,99.12,2
ch,ipp6hexa1m,numeric,2019,99.12,2
ch,ipp6hexa1y,numeric,2019,99.12,2
ch,ipp6pentaxim1d,numeric,2019,99.12,2
ch,ipp6pentaxim1m,numeric,2019,99.12,2
ch,ipp6pentaxim1y,numeric,2019,99.12,2
ch,ipp6tetraxim1d,numeric,2019,99.12,2
ch,ipp6tetraxim1m,numeric,2019,99.12,2
ch,ipp6tetraxim1y,numeric,2019,99.12,2
ch,ipp6hepb1d,numeric,2019,99.12,2
ch,ipp6hepb1m,numeric,2019,99.12,2
ch,ipp6hepb1y,numeric,2019,99.12,2
ch,ipp6hib1d,numeric,2019,99.12,2
ch,ipp6hib1m,numeric,2019,99.12,2
ch,ipp6hib1y,numeric,2019,99.12,2
ch,ipp6vpc1d,numeric,2019,99.12,16
ch,ipp6vpc1m,numeric,2019,99.12,12
ch,ipp6vpc1y,numeric,2019,99.12,5
ch,ipp6penta2d,numeric,2019,99.12,16
ch,ipp6penta2m,numeric,2019,99.12,13
ch,ipp6penta2y,numeric,2019,99.12,5
ch,ipp6vpi2d,numeric,2019,99.12,16
ch,ipp6vpi2m,numeric,2019,99.12,13
ch,ipp6vpi2y,numeric,2019,99.12,5
ch,ipp6hexa2d,numeric,2019,99.12,2
ch,ipp6hexa2m,numeric,2019,99.12,2
ch,ipp6hexa2y,numeric,2019,99.12,2
ch,ipp6pentaxim2d,numeric,2019,99.12,2
ch,ipp6pentaxim2m,numeric,2019,99.12,2
ch,ipp6pentaxim2y,numeric,2019,99.12,2
ch,ipp6tetraxim2d,numeric,2019,99.12,2
ch,ipp6tetraxim2m,numeric,2019,99.12,2
ch,ipp6tetraxim2y,numeric,2019,99.12,2
ch,ipp6hepb2d,numeric,2019,99.12,2
ch,ipp6hepb2m,numeric,2019,99.12,2
ch,ipp6hepb2y,numeric,2019,99.12,2
ch,ipp6hib2d,numeric,2019,99.12,2
ch,ipp6hib2m,numeric,2019,99.12,2
ch,ipp6hib2y,numeric,2019,99.12,2
ch,ipp6vpc2d,numeric,2019,99.12,16
ch,ipp6vpc2m,numeric,2019,99.12,11
ch,ipp6vpc2y,numeric,2019,99.12,6
ch,ipp6penta3d,numeric,2019,99.12,14
ch,ipp6penta3m,numeric,2019,99.12,13
ch,ipp6penta3y,numeric,2019,99.12,6
ch,ipp6vpo1d,numeric,2019,99.12,15
ch,ipp6vpo1m,numeric,2019,99.12,13
ch,ipp6vpo1y,numeric,2019,99.12,6
ch,ipp6hexa3d,numeric,2019,99.12,2
ch,ipp6hexa3m,numeric,2019,99.12,2
ch,ipp6hexa3y,numeric,2019,99.12,2
ch,ipp6pentaxim3d,numeric,2019,99.12,2
ch,ipp6pentaxim3m,numeric,2019,99.12,2
ch,ipp6pentaxim3y,numeric,2019,99.12,2
ch,ipp6tetraxim3d,numeric,2019,99.12,2
ch,ipp6tetraxim3m,numeric,2019,99.12,2
ch,ipp6tetraxim3y,numeric,2019,99.12,2
ch,ipp6hepb3d,numeric,2019,99.12,2
ch,ipp6hepb3m,numeric,2019,99.12,2
ch,ipp6hepb3y,numeric,2019,99.12,2
ch,ipp6hib3d,numeric,2019,99.12,2
ch,ipp6hib3m,numeric,2019,99.12,2
ch,ipp6hib3y,numeric,2019,99.12,2
ch,ipp6vpc3d,numeric,2019,99.12,13
ch,ipp6vpc3m,numeric,2019,99.12,10
ch,ipp6vpc3y,numeric,2019,99.12,5
ch,ipp6prevnarsynflo4d,numeric,2019,99.12,2
ch,ipp6prevnarsynflo4m,numeric,2019,99.12,2
ch,ipp6prevnarsynflo4y,numeric,2019,99.12,2
ch,ipp6rotarix1d,numeric,2019,99.12,4
ch,ipp6rotarix1m,numeric,2019,99.12,4
ch,ipp6rotarix1y,numeric,2019,99.12,3
ch,ipp6rotarix2d,numeric,2019,99.12,4
ch,ipp6rotarix2m,numeric,2019,99.12,4
ch,ipp6rotarix2y,numeric,2019,99.12,3
ch,ipp6rr1d,numeric,2019,99.12,11
ch,ipp6rr1m,numeric,2019,99.12,9
ch,ipp6rr1y,numeric,2019,99.12,5
ch,ipp6vhad,numeric,2019,99.12,11
ch,ipp6vham,numeric,2019,99.12,9
ch,ipp6vhay,numeric,2019,99.12,6
ch,ipp6havrixhealiv2d,numeric,2019,99.12,3
ch,ipp6havrixhealiv2m,numeric,2019,99.12,3
ch,ipp6havrixhealiv2y,numeric,2019,99.12,3
ch,ipp6rr2d,numeric,2019,99.12,8
ch,ipp6rr2m,numeric,2019,99.12,7
ch,ipp6rr2y,numeric,2019,99.12,4
ch,ipp6rtetrapentad,numeric,2019,99.12,7
ch,ipp6rtetrapentam,numeric,2019,99.12,5
ch,ipp6rtetrapentay,numeric,2019,99.12,4
ch,ipp6vpord,numeric,2019,99.12,8
ch,ipp6vporm,numeric,2019,99.12,6
ch,ipp6vpory,numeric,2019,99.12,4
ch,impp9,numeric,2019,99.12,3
ch,impp11,numeric,2031,99.71,2
ch,impp14,numeric,2031,99.71,2
ch,impp15,numeric,2031,99.71,3
ch,impp16,numeric,2031,99.71,2
ch,impp18,numeric,2031,99.71,4
ch,impp19,numeric,2031,99.71,2
ch,impp19a,numeric,2031,99.71,3
ch,impp20a,numeric,2031,99.71,2
ch,impp21a,numeric,2031,99.71,5
ch,impp20b,logical,2037,100,1
ch,impp21b,logical,2037,100,1
ch,impp20c,logical,2037,100,1
ch,impp21c,logical,2037,100,1
ch,impp20d,logical,2037,100,1
ch,impp21d,logical,2037,100,1
ch,impp22,numeric,2031,99.71,4
ch,impp23,numeric,2033,99.8,4
ch,impp24,numeric,2031,99.71,4
ch,impp25,numeric,2033,99.8,5
ch,impp26,numeric,2031,99.71,3
ch,impp26a,numeric,2032,99.75,3
ch,impp29,numeric,2031,99.71,3
ch,impp29a,numeric,2034,99.85,3
ch,ca1,numeric,111,5.45,4
ch,ca3,numeric,1923,94.4,7
ch,ca4,numeric,1923,94.4,8
ch,ca5,numeric,1923,94.4,3
ch,ca6a,character,2022,99.26,2
ch,ca6b,character,2026,99.46,2
ch,ca6e,logical,2037,100,1
ch,ca6h,logical,2037,100,1
ch,ca6i,character,2028,99.56,2
ch,ca6j,character,2026,99.46,2
ch,ca6k,character,2014,98.87,2
ch,ca6o,logical,2037,100,1
ch,ca6p,character,2031,99.71,2
ch,ca6q,logical,2037,100,1
ch,ca6r,logical,2037,100,1
ch,ca6x,character,2035,99.9,2
ch,ca6nr,logical,2037,100,1
ch,ca7a,numeric,1923,94.4,4
ch,ca7b,numeric,1923,94.4,4
ch,ca7c,numeric,1923,94.4,4
ch,ca7d,numeric,1923,94.4,3
ch,ca9a,character,2029,99.61,2
ch,ca9b,character,2031,99.71,2
ch,ca9e,logical,2037,100,1
ch,ca9h,logical,2037,100,1
ch,ca9i,character,2036,99.95,2
ch,ca9j,character,2035,99.9,2
ch,ca9k,character,1995,97.94,2
ch,ca9o,logical,2037,100,1
ch,ca9p,logical,2037,100,1
ch,ca9q,logical,2037,100,1
ch,ca9r,logical,2037,100,1
ch,ca9x,logical,2037,100,1
ch,ca9z,logical,2037,100,1
ch,ca9nr,logical,2037,100,1
ch,ca11a,logical,2037,100,1
ch,ca11b,logical,2037,100,1
ch,ca11e,logical,2037,100,1
ch,ca11h,logical,2037,100,1
ch,ca11i,logical,2037,100,1
ch,ca11j,logical,2037,100,1
ch,ca11k,character,2031,99.71,2
ch,ca11o,logical,2037,100,1
ch,ca11p,logical,2037,100,1
ch,ca11q,logical,2037,100,1
ch,ca11r,logical,2037,100,1
ch,ca11x,logical,2037,100,1
ch,ca11z,logical,2037,100,1
ch,ca11nr,logical,2037,100,1
ch,ca12,numeric,1923,94.4,4
ch,ca13a,character,2031,99.71,3
ch,ca13b,character,2033,99.8,3
ch,ca13g,logical,2037,100,1
ch,ca13h,logical,2037,100,1
ch,ca13l,logical,2037,100,1
ch,ca13m,logical,2037,100,1
ch,ca13n,logical,2037,100,1
ch,ca13o,logical,2037,100,1
ch,ca13q,character,2030,99.66,3
ch,ca13x,character,2033,99.8,3
ch,ca13nr,logical,2037,100,1
ch,ca14,numeric,111,5.45,4
ch,ca16,numeric,111,5.45,4
ch,ca17,numeric,111,5.45,4
ch,ca18,numeric,1756,86.21,6
ch,ca20,numeric,1542,75.7,5
ch,ca21a,character,1932,94.85,2
ch,ca21b,character,2000,98.18,2
ch,ca21e,logical,2037,100,1
ch,ca21h,character,2034,99.85,2
ch,ca21i,character,2025,99.41,2
ch,ca21j,character,1953,95.88,2
ch,ca21k,character,1869,91.75,2
ch,ca21o,logical,2037,100,1
ch,ca21p,character,2027,99.51,2
ch,ca21q,logical,2037,100,1
ch,ca21r,character,2033,99.8,2
ch,ca21x,logical,2037,100,1
ch,ca21nr,logical,2037,100,1
ch,ca22,numeric,1542,75.7,4
ch,ca23l,character,1822,89.45,3
ch,ca23m,character,2000,98.18,3
ch,ca23n,character,1979,97.15,3
ch,ca23o,character,2021,99.21,3
ch,ca23r,character,2015,98.92,3
ch,ca23s,character,2018,99.07,3
ch,ca23t,character,1939,95.19,3
ch,ca23x,character,1960,96.22,3
ch,ca23z,character,2008,98.58,3
ch,ca23nr,character,2034,99.85,2
ch,ca25a,character,2000,98.18,2
ch,ca25b,character,2025,99.41,2
ch,ca25e,logical,2037,100,1
ch,ca25h,logical,2037,100,1
ch,ca25i,character,2015,98.92,2
ch,ca25j,character,2020,99.17,2
ch,ca25k,character,1841,90.38,2
ch,ca25o,character,2035,99.9,2
ch,ca25p,character,2035,99.9,2
ch,ca25q,logical,2037,100,1
ch,ca25r,logical,2037,100,1
ch,ca25x,character,2036,99.95,2
ch,ca25z,logical,2037,100,1
ch,ca25nr,logical,2037,100,1
ch,ca31,numeric,1032,50.66,9
ch,an1_dq,numeric,111,5.45,466
ch,an2_dq,numeric,111,5.45,23
ch,an3_dq,numeric,111,5.45,14
ch,an4_dq,numeric,111,5.45,6
ch,an5_dq,numeric,111,5.45,12
ch,an6_dq,numeric,111,5.45,129
ch,an7_dq,numeric,111,5.45,78
ch,an8_dq,numeric,111,5.45,236
ch,an9_dq,numeric,214,10.51,4
ch,an11_dq,numeric,146,7.17,549
ch,an12_dq,numeric,229,11.24,4
ch,an13d_dq,numeric,111,5.45,32
ch,an13m_dq,numeric,111,5.45,7
ch,an13y_dq,numeric,111,5.45,2
ch,hh4,numeric,0,0,24
ch,hh6,numeric,0,0,2
ch,hh7,numeric,0,0,7
ch,hl4,numeric,0,0,2
ch,ed5a,numeric,134,6.58,8
ch,ed5b,numeric,136,6.68,10
ch,cdoi,numeric,0,0,2
ch,cdob,numeric,111,5.45,61
ch,cage,numeric,111,5.45,61
ch,cage_6,numeric,111,5.45,7
ch,cage_11,numeric,111,5.45,6
ch,caged,numeric,111,5.45,1189
ch,hap_dq,numeric,111,5.45,769
ch,haz_dq,numeric,111,5.45,703
ch,ham_dq,numeric,111,5.45,400
ch,wap_dq,numeric,111,5.45,787
ch,waz_dq,numeric,111,5.45,590
ch,wam_dq,numeric,111,5.45,668
ch,whp_dq,numeric,111,5.45,730
ch,whz_dq,numeric,111,5.45,636
ch,whm_dq,numeric,111,5.45,640
ch,flag_dq,numeric,111,5.45,9
ch,bmi_dq,numeric,113,5.55,881
ch,zbmi_dq,numeric,111,5.45,597
ch,haz2_dq,numeric,111,5.45,650
ch,waz2_dq,numeric,111,5.45,548
ch,whz2_dq,numeric,111,5.45,591
ch,hazflag_dq,numeric,111,5.45,3
ch,wazflag_dq,numeric,111,5.45,3
ch,whzflag_dq,numeric,111,5.45,3
ch,bmiflag_dq,numeric,111,5.45,3
ch,whznoage_dq,numeric,111,5.45,3
ch,melevel,numeric,0,0,5
ch,cinsurance,numeric,111,5.45,4
ch,cdisability,numeric,737,36.18,3
ch,caretakerdis,numeric,0,0,3
ch,bcg,numeric,111,5.45,5
ch,polio1,numeric,111,5.45,4
ch,polio2,numeric,111,5.45,4
ch,polio3,numeric,111,5.45,4
ch,hep_b0,numeric,111,5.45,5
ch,hep_b0day,numeric,111,5.45,4
ch,hep_b0later,numeric,111,5.45,4
ch,dtc1,numeric,111,5.45,4
ch,dtc2,numeric,111,5.45,4
ch,dtc3,numeric,111,5.45,4
ch,hib1,numeric,111,5.45,4
ch,hib2,numeric,111,5.45,4
ch,hib3,numeric,111,5.45,4
ch,hep_b1,numeric,111,5.45,4
ch,hep_b2,numeric,111,5.45,4
ch,hep_b3,numeric,111,5.45,4
ch,pneumo1,numeric,111,5.45,5
ch,pneumo2,numeric,111,5.45,5
ch,pneumo3,numeric,111,5.45,5
ch,measles1,numeric,111,5.45,4
ch,measles2,numeric,111,5.45,4
ch,hep_a,numeric,111,5.45,5
ch,basicvacc,numeric,111,5.45,4
ch,basicvacc1,numeric,111,5.45,5
ch,allvacc,numeric,111,5.45,5
ch,novacc,numeric,111,5.45,5
ch,chweight,numeric,0,0,91
ch,wscore,numeric,0,0,1470
ch,windex5,numeric,0,0,6
ch,windex10,numeric,0,0,11
ch,wscoreu,numeric,887,43.54,811
ch,windex5u,numeric,887,43.54,7
ch,windex10u,numeric,887,43.54,12
ch,wscorer,numeric,1039,51.01,662
ch,windex5r,numeric,1039,51.01,7
ch,windex10r,numeric,1039,51.01,12
ch,psu,numeric,0,0,472
ch,stratum,numeric,0,0,46
fs,hh1,numeric,0,0,498
fs,hh2,numeric,0,0,22
fs,ln,numeric,0,0,10
fs,fs1,numeric,0,0,498
fs,fs2,numeric,0,0,22
fs,fsint,numeric,0,0,130
fs,fs3,numeric,0,0,10
fs,fs4,numeric,0,0,10
fs,fs5,numeric,0,0,130
fs,fs6,numeric,0,0,24
fs,fs7d,numeric,0,0,31
fs,fs7m,numeric,0,0,2
fs,fs7y,numeric,0,0,1
fs,fs9,numeric,0,0,2
fs,fs10,numeric,0,0,2
fs,fs17,numeric,0,0,6
fs,fs8h,numeric,161,4.23,21
fs,fs8m,numeric,161,4.23,61
fs,fs11h,numeric,161,4.23,21
fs,fs11m,numeric,161,4.23,61
fs,fs12,numeric,161,4.23,3
fs,fs13,numeric,161,4.23,3
fs,fs14,numeric,161,4.23,3
fs,fs15,numeric,161,4.23,5
fs,fs15a,numeric,161,4.23,4
fs,fs15b,numeric,308,8.09,4
fs,fs15c,numeric,308,8.09,4
fs,fs15d,numeric,2483,65.24,4
fs,fs15e,numeric,2839,74.59,4
fs,fs15g_p1,numeric,2839,74.59,4
fs,fs15j_p1,numeric,2839,74.59,4
fs,fs15g_p2,numeric,3743,98.34,3
fs,fs15j_p2,numeric,3743,98.34,4
fs,fs15g_p3,numeric,3795,99.71,3
fs,fs15j_p3,numeric,3795,99.71,3
fs,fshint,numeric,0,0,130
fs,cb2m,numeric,161,4.23,15
fs,cb2y,numeric,161,4.23,16
fs,cb3,numeric,161,4.23,14
fs,cb4,numeric,161,4.23,3
fs,cb5a,numeric,216,5.68,5
fs,cb5b,numeric,550,14.45,10
fs,cb6,numeric,550,14.45,5
fs,cb7,numeric,216,5.68,4
fs,cb8a,numeric,540,14.19,10
fs,cb8b,numeric,865,22.73,10
fs,cb9,numeric,216,5.68,5
fs,cb10a,numeric,601,15.79,8
fs,cb10b,numeric,1098,28.85,10
fs,cb11,numeric,161,4.23,4
fs,cb12a,character,1466,38.52,3
fs,cb12d,character,3745,98.4,3
fs,cb12e,character,3612,94.9,3
fs,cb12f,logical,3357,88.2,2
fs,cb12x,character,3766,98.95,3
fs,cb12nr,logical,3806,100,1
fs,cl1a,numeric,161,4.23,4
fs,cl1b,numeric,161,4.23,4
fs,cl1c,numeric,161,4.23,4
fs,cl1d,numeric,161,4.23,4
fs,cl1e,numeric,161,4.23,4
fs,cl1x,numeric,161,4.23,4
fs,cl3,numeric,3509,92.2,27
fs,cl4,numeric,3509,92.2,4
fs,cl5,numeric,3509,92.2,4
fs,cl6a,numeric,3509,92.2,4
fs,cl6b,numeric,3509,92.2,4
fs,cl6c,numeric,3509,92.2,4
fs,cl6d,numeric,3509,92.2,3
fs,cl6e,numeric,3509,92.2,4
fs,cl6f,numeric,3509,92.2,3
fs,cl6x,numeric,3509,92.2,4
fs,cl7,numeric,161,4.23,4
fs,cl8,numeric,3559,93.51,16
fs,cl9,numeric,161,4.23,4
fs,cl10,numeric,3736,98.16,11
fs,cl11a,numeric,161,4.23,4
fs,cl11b,numeric,161,4.23,4
fs,cl11c,numeric,161,4.23,4
fs,cl11d,numeric,161,4.23,4
fs,cl11e,numeric,161,4.23,4
fs,cl11f,numeric,161,4.23,4
fs,cl11x,numeric,161,4.23,4
fs,cl13,numeric,2060,54.13,30
fs,fcd2a,numeric,1045,27.46,4
fs,fcd2b,numeric,1045,27.46,4
fs,fcd2c,numeric,1045,27.46,4
fs,fcd2d,numeric,1045,27.46,4
fs,fcd2e,numeric,1045,27.46,4
fs,fcd2f,numeric,1045,27.46,4
fs,fcd2g,numeric,1045,27.46,4
fs,fcd2h,numeric,1045,27.46,4
fs,fcd2i,numeric,1045,27.46,4
fs,fcd2j,numeric,1045,27.46,4
fs,fcd2k,numeric,1045,27.46,4
fs,fcd4,numeric,2940,77.25,4
fs,fcd5,numeric,1334,35.05,5
fs,fcf1,numeric,161,4.23,4
fs,fcf2,numeric,161,4.23,4
fs,fcf3,numeric,161,4.23,4
fs,fcf6,numeric,161,4.23,6
fs,fcf8,numeric,161,4.23,6
fs,fcf10,numeric,3656,96.06,5
fs,fcf11,numeric,3801,99.87,3
fs,fcf12,numeric,3656,96.06,5
fs,fcf13,numeric,3665,96.3,5
fs,fcf14,numeric,299,7.86,5
fs,fcf15,numeric,311,8.17,6
fs,fcf16,numeric,161,4.23,6
fs,fcf17,numeric,161,4.23,6
fs,fcf18,numeric,161,4.23,6
fs,fcf19,numeric,161,4.23,6
fs,fcf20,numeric,161,4.23,6
fs,fcf21,numeric,161,4.23,6
fs,fcf22,numeric,161,4.23,6
fs,fcf23,numeric,161,4.23,6
fs,fcf24,numeric,161,4.23,6
fs,fcf25,numeric,161,4.23,7
fs,fcf26,numeric,161,4.23,7
fs,pr3,numeric,1689,44.38,13
fs,pr5,numeric,1853,48.69,4
fs,pr6,numeric,1907,50.11,4
fs,pr7,numeric,1853,48.69,5
fs,pr8,numeric,3480,91.43,4
fs,pr9a,numeric,3585,94.19,4
fs,pr9b,numeric,3585,94.19,4
fs,pr10,numeric,1853,48.69,5
fs,pr11a,numeric,1853,48.69,5
fs,pr11b,numeric,1853,48.69,5
fs,pr12a,numeric,1853,48.69,5
fs,pr12b,numeric,1853,48.69,5
fs,pr12c,numeric,1853,48.69,5
fs,pr12x,numeric,1853,48.69,5
fs,pr13,numeric,1853,48.69,5
fs,pr15,numeric,2387,62.72,4
fs,fl1,numeric,1689,44.38,3
fs,fl2h,numeric,1883,49.47,22
fs,fl2m,numeric,1883,49.47,61
fs,fl3,numeric,1883,49.47,3
fs,fl4a,character,2430,63.85,2
fs,fl4b,character,2781,73.07,2
fs,fl4c,character,3011,79.11,2
fs,fl6a,numeric,1941,51,4
fs,fl6b,numeric,1941,51,4
fs,fl7,numeric,1941,51,5
fs,fl9,numeric,1945,51.1,4
fs,fl10,numeric,1941,51,4
fs,fl13,numeric,3032,79.66,2
fs,fl14,numeric,3032,79.66,4
fs,fl15,numeric,3154,82.87,5
fs,fl16,numeric,3795,99.71,2
fs,fl17,numeric,3165,83.16,4
fs,fl18,numeric,3784,99.42,2
fs,flintro,numeric,2151,56.52,2
fs,fl19w1,numeric,2151,56.52,5
fs,fl19w2,numeric,2151,56.52,5
fs,fl19w3,numeric,2151,56.52,5
fs,fl19w4,numeric,2151,56.52,5
fs,fl19w5,numeric,2151,56.52,5
fs,fl19w6,numeric,2151,56.52,5
fs,fl19w7,numeric,2151,56.52,5
fs,fl19w8,numeric,2151,56.52,5
fs,fl19w9,numeric,2151,56.52,5
fs,fl19w10,numeric,2151,56.52,5
fs,fl19w11,numeric,2151,56.52,5
fs,fl19w12,numeric,2151,56.52,5
fs,fl19w13,numeric,2151,56.52,5
fs,fl19w14,numeric,2151,56.52,5
fs,fl19w15,numeric,2151,56.52,5
fs,fl19w16,numeric,2151,56.52,5
fs,fl19w17,numeric,2151,56.52,5
fs,fl19w18,numeric,2151,56.52,5
fs,fl19w19,numeric,2151,56.52,5
fs,fl19w20,numeric,2151,56.52,5
fs,fl19w21,numeric,2151,56.52,5
fs,fl19w22,numeric,2151,56.52,5
fs,fl19w23,numeric,2151,56.52,5
fs,fl19w24,numeric,2151,56.52,5
fs,fl19w25,numeric,2151,56.52,5
fs,fl19w26,numeric,2151,56.52,5
fs,fl19w27,numeric,2151,56.52,5
fs,fl19w28,numeric,2151,56.52,5
fs,fl19w29,numeric,2151,56.52,5
fs,fl19w30,numeric,2151,56.52,5
fs,fl19w31,numeric,2151,56.52,5
fs,fl19w32,numeric,2151,56.52,5
fs,fl19w33,numeric,2151,56.52,5
fs,fl19w34,numeric,2151,56.52,5
fs,fl19w35,numeric,2151,56.52,5
fs,fl19w36,numeric,2151,56.52,5
fs,fl19w37,numeric,2151,56.52,5
fs,fl19w38,numeric,2151,56.52,5
fs,fl19w39,numeric,2151,56.52,5
fs,fl19w40,numeric,2151,56.52,5
fs,fl19w41,numeric,2151,56.52,5
fs,fl19w42,numeric,2151,56.52,5
fs,fl19w43,numeric,2151,56.52,5
fs,fl19w44,numeric,2151,56.52,5
fs,fl19w45,numeric,2151,56.52,5
fs,fl19w46,numeric,2151,56.52,5
fs,fl19w47,numeric,2151,56.52,5
fs,fl19w48,numeric,2151,56.52,5
fs,fl19w49,numeric,2151,56.52,5
fs,fl19w50,numeric,2151,56.52,5
fs,fl19w51,numeric,2151,56.52,5
fs,fl19w52,numeric,2151,56.52,5
fs,fl19w53,numeric,2151,56.52,5
fs,fl19w54,numeric,2151,56.52,5
fs,fl19w55,numeric,2151,56.52,5
fs,fl19w56,numeric,2151,56.52,5
fs,fl19w57,numeric,2151,56.52,5
fs,fl19w58,numeric,2151,56.52,5
fs,fl19w59,numeric,2151,56.52,5
fs,fl19w60,numeric,2151,56.52,5
fs,fl19w61,numeric,2151,56.52,5
fs,fl19w62,numeric,2151,56.52,5
fs,fl19w63,numeric,2151,56.52,5
fs,fl19w64,numeric,2151,56.52,5
fs,fl19w65,numeric,2151,56.52,5
fs,fl19w66,numeric,2151,56.52,5
fs,fl19w67,numeric,2151,56.52,5
fs,fl19w68,numeric,2151,56.52,5
fs,fl19w69,numeric,2151,56.52,5
fs,fl19w70,numeric,2151,56.52,5
fs,fl19w71,numeric,2151,56.52,5
fs,fl19w72,numeric,2151,56.52,5
fs,fl20a,numeric,2151,56.52,61
fs,fl20b,numeric,2151,56.52,35
fs,fl21,numeric,2151,56.52,4
fs,fl22a,numeric,2166,56.91,5
fs,fl22b,numeric,2166,56.91,5
fs,fl22c,numeric,2166,56.91,5
fs,fl22d,numeric,2166,56.91,5
fs,fl22e,numeric,2166,56.91,5
fs,fl23a,numeric,1941,51,4
fs,fl23b,numeric,1941,51,4
fs,fl23c,numeric,1941,51,4
fs,fl23d,numeric,1941,51,4
fs,fl23e,numeric,1941,51,4
fs,fl23f,numeric,1941,51,4
fs,fl24a,numeric,1941,51,4
fs,fl24b,numeric,1941,51,4
fs,fl24c,numeric,1941,51,4
fs,fl24d,numeric,1941,51,4
fs,fl24e,numeric,1941,51,4
fs,fl25a,numeric,1941,51,4
fs,fl25b,numeric,1941,51,4
fs,fl25c,numeric,1941,51,4
fs,fl25d,numeric,1941,51,4
fs,fl25e,numeric,1941,51,4
fs,fl27a,numeric,1941,51,4
fs,fl27b,numeric,1941,51,4
fs,fl27c,numeric,1941,51,4
fs,fl27d,numeric,1941,51,5
fs,fl27e,numeric,1941,51,4
fs,fl26,numeric,2032,53.39,2
fs,fl28,numeric,1689,44.38,7
fs,fmt4,numeric,1689,44.38,4
fs,fmt5,numeric,3031,79.64,6
fs,hh6,numeric,0,0,2
fs,hh7,numeric,0,0,7
fs,hl4,numeric,0,0,2
fs,hh52,numeric,0,0,7
fs,fsage,numeric,161,4.23,4
fs,fsdoi,numeric,0,0,2
fs,fsdob,numeric,161,4.23,158
fs,fsweight,numeric,0,0,332
fs,fshweight,numeric,0,0,88
fs,wscore,numeric,0,0,3619
fs,windex5,numeric,0,0,6
fs,windex10,numeric,0,0,11
fs,wscoreu,numeric,1383,36.34,2238
fs,windex5u,numeric,1383,36.34,7
fs,windex10u,numeric,1383,36.34,12
fs,wscorer,numeric,2262,59.43,1384
fs,windex5r,numeric,2262,59.43,7
fs,windex10r,numeric,2262,59.43,12
fs,melevel,numeric,0,0,5
fs,fselevel,numeric,161,4.23,4
fs,schage,numeric,0,0,15
fs,fsinsurance,numeric,161,4.23,4
fs,fsdisability,numeric,161,4.23,3
fs,caretakerdis,numeric,0,0,3
fs,psu,numeric,0,0,498
fs,stratum,numeric,0,0,46
